Location,CEast,CNorth,StationCode,Sample Date,SampleTime,MethodCode,OrganismCode,MarkCode,TagCode,RaceByTag,Fork Length,HeadNumber,CWTCount,Secchi,WaterTemperature
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,055597,Fall,81,38182,1,0.82,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:45,MWTR,CHN,AdClipped,060463,Spring,90,38183,1,0.9,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:19,MWTR,CHN,AdClipped,055608,Fall,76,38184,1,0.92,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,055597,Fall,85,38186,1,0.82,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,060463,Spring,91,38187,1,0.82,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:17,MWTR,CHN,AdClipped,060463,Spring,93,38188,1,0.85,15.4
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:21,MWTR,CHN,AdClipped,060463,Spring,85,38189,1,0.92,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:21,MWTR,CHN,AdClipped,060463,Spring,91,38190,1,0.92,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:21,MWTR,CHN,AdClipped,060463,Spring,86,38191,1,0.92,17.2
Sherwood Harbor,628707,4265965,SR055M,4/22/13,10:48,MWTR,CHN,AdClipped,055598,Fall,87,38193,1,0.64,18.8
Sherwood Harbor,628707,4265965,SR055M,4/24/13,8:00,MWTR,CHN,AdClipped,055596,Fall,81,38194,1,0.87,18.8
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:45,MWTR,CHN,AdClipped,055599,Fall,81,38195,1,0.9,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,055597,Fall,86,38196,1,0.82,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:45,MWTR,CHN,AdClipped,060463,Spring,82,38197,1,0.9,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:19,MWTR,CHN,AdClipped,055597,Fall,86,38198,1,0.92,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,055599,Fall,84,38199,1,0.82,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,055593,Fall,85,38200,1,0.82,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,055596,Fall,82,38201,1,0.82,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:17,MWTR,CHN,AdClipped,055599,Fall,82,38202,1,0.85,15.4
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,055598,Fall,79,38203,1,0.82,15.6
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:21,MWTR,CHN,AdClipped,060463,Spring,93,38204,1,0.92,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:21,MWTR,CHN,AdClipped,060463,Spring,87,38205,1,0.92,17.2
Chipps Island,595531,4211218,SB018N,4/26/13,10:06,MWTR,CHN,AdClipped,055609,Fall,82,38305,1,0.22,16.8
Chipps Island,595531,4211218,SB018S,4/26/13,8:28,MWTR,CHN,AdClipped,055596,Fall,85,38306,1,0.47,16.9
Chipps Island,595531,4211218,SB018S,4/26/13,7:59,MWTR,CHN,AdClipped,060463,Spring,93,38307,1,0.44,16.9
Chipps Island,595531,4211218,SB018S,4/24/13,9:23,MWTR,CHN,AdClipped,055598,Fall,85,38308,1,0.35,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,11:22,MWTR,CHN,AdClipped,060463,Spring,96,38309,1,0.43,17.1
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060481,Fall,103,38310,1,0.42,18.7
Chipps Island,595531,4211218,SB018M,5/1/13,9:57,MWTR,CHN,AdClipped,055593,Fall,92,38311,1,0.36,18
Chipps Island,595531,4211218,SB018M,5/3/13,11:13,MWTR,CHN,AdClipped,060482,Fall,90,38312,1,0.38,18.9
Chipps Island,595531,4211218,SB018M,5/3/13,10:46,MWTR,CHN,AdClipped,060482,Fall,94,38313,1,0.39,18.8
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060481,Fall,85,38314,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060481,Fall,102,38315,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,9:26,MWTR,CHN,AdClipped,060481,Fall,101,38316,1,0.4,18.6
Chipps Island,595531,4211218,SB018S,5/3/13,9:51,MWTR,CHN,AdClipped,060482,Fall,86,38317,1,0.4,18.7
Chipps Island,595531,4211218,SB018N,5/3/13,8:11,MWTR,CHN,AdClipped,060482,Fall,90,38318,1,0.33,18.4
Chipps Island,595531,4211218,SB018N,4/26/13,10:06,MWTR,CHN,AdClipped,060463,Spring,91,38319,1,0.22,16.8
Chipps Island,595531,4211218,SB018S,4/26/13,8:28,MWTR,CHN,AdClipped,055608,Fall,81,38320,1,0.47,16.9
Chipps Island,595531,4211218,SB018S,4/26/13,7:59,MWTR,CHN,AdClipped,055598,Fall,87,38321,1,0.44,16.9
Chipps Island,595531,4211218,SB018N,5/3/13,8:11,MWTR,CHN,AdClipped,060482,Fall,84,38322,1,0.33,18.4
Chipps Island,595531,4211218,SB018S,4/22/13,11:22,MWTR,CHN,AdClipped,060480,Fall,86,38323,1,0.43,17.1
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,100,38324,1,0.42,18.7
Chipps Island,595531,4211218,SB018N,5/1/13,8:13,MWTR,CHN,AdClipped,060464,,96,38325,1,0.26,17.8
Chipps Island,595531,4211218,SB018M,5/1/13,11:10,MWTR,CHN,AdClipped,055593,Fall,84,38326,1,0.38,18
Chipps Island,595531,4211218,SB018M,5/3/13,10:46,MWTR,CHN,AdClipped,055608,Fall,85,38327,1,0.39,18.8
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,81,38328,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,89,38329,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,9:51,MWTR,CHN,AdClipped,060482,Fall,91,38330,1,0.4,18.7
Chipps Island,595531,4211218,SB018N,5/1/13,11:39,MWTR,CHN,AdClipped,060464,,81,38331,1,0.37,18.1
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,87,38332,1,0.42,18.7
Chipps Island,595531,4211218,SB018M,4/26/13,10:52,MWTR,CHN,AdClipped,055599,Fall,88,38333,1,0.21,16.9
Chipps Island,595531,4211218,SB018S,4/26/13,8:52,MWTR,CHN,AdClipped,055609,Fall,81,38334,1,0.38,16.9
Chipps Island,595531,4211218,SB018S,4/26/13,7:59,MWTR,CHN,AdClipped,055598,Fall,80,38335,1,0.44,16.9
Chipps Island,595531,4211218,SB018S,4/24/13,9:23,MWTR,CHN,AdClipped,060480,Fall,77,38336,1,0.35,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,11:22,MWTR,CHN,AdClipped,055593,Fall,90,38337,1,0.43,17.1
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,95,38338,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,9:51,MWTR,CHN,AdClipped,060482,Fall,85,38339,1,0.4,18.7
Chipps Island,595531,4211218,SB018M,5/1/13,10:47,MWTR,CHN,AdClipped,055593,Fall,80,38340,1,0.36,18
Chipps Island,595531,4211218,SB018M,5/3/13,10:46,MWTR,CHN,AdClipped,060481,Fall,90,38341,1,0.39,18.8
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,80,38342,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060481,Fall,91,38343,1,0.42,18.7
Chipps Island,595531,4211218,SB018M,5/3/13,11:37,MWTR,CHN,AdClipped,060482,Fall,87,38344,1,0.39,18.7
Chipps Island,595531,4211218,SB018M,5/3/13,11:37,MWTR,CHN,AdClipped,060482,Fall,97,38345,1,0.39,18.7
Chipps Island,595531,4211218,SB018M,12/19/12,7:55,MWTR,CHN,AdClipped,LT,,188,38347,1,0.32,10.4
Chipps Island,595531,4211218,SB018S,4/26/13,8:52,MWTR,CHN,AdClipped,055608,Fall,81,38348,1,0.38,16.9
Chipps Island,595531,4211218,SB018S,4/26/13,9:16,MWTR,CHN,AdClipped,055593,Fall,90,38349,1,0.41,16.9
Chipps Island,595531,4211218,SB018N,5/3/13,8:35,MWTR,CHN,AdClipped,060482,Fall,85,38350,1,0.33,18.5
Chipps Island,595531,4211218,SB018S,4/22/13,11:46,MWTR,CHN,AdClipped,060480,Fall,85,38351,1,0.42,17.2
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060481,Fall,84,38352,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,9:51,MWTR,CHN,AdClipped,060481,Fall,95,38353,1,0.4,18.7
Chipps Island,595531,4211218,SB018M,5/1/13,10:47,MWTR,CHN,AdClipped,060482,Fall,97,38354,1,0.36,18
Chipps Island,595531,4211218,SB018M,5/3/13,10:46,MWTR,CHN,AdClipped,060482,Fall,89,38355,1,0.39,18.8
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,055610,Fall,86,38356,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,97,38357,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,9:02,MWTR,CHN,AdClipped,060482,Fall,91,38358,1,0.42,18.5
Chipps Island,595531,4211218,SB018M,5/6/13,8:39,MWTR,CHN,AdClipped,055606,Fall,80,38360,1,0.39,18.9
Chipps Island,595531,4211218,SB018M,12/17/12,7:36,MWTR,CHN,AdClipped,055538,LateFall,126,38361,1,0.27,11.1
Chipps Island,595531,4211218,SB018N,4/26/13,10:06,MWTR,CHN,AdClipped,060463,Spring,96,38362,1,0.22,16.8
Chipps Island,595531,4211218,SB018S,4/26/13,8:28,MWTR,CHN,AdClipped,055599,Fall,83,38363,1,0.47,16.9
Chipps Island,595531,4211218,SB018S,4/26/13,7:59,MWTR,CHN,AdClipped,060480,Fall,84,38364,1,0.44,16.9
Chipps Island,595531,4211218,SB018M,4/24/13,8:29,MWTR,CHN,AdClipped,060480,Fall,90,38365,1,0.31,17.2
Chipps Island,595531,4211218,SB018N,5/1/13,11:39,MWTR,CHN,AdClipped,060482,Fall,99,38366,1,0.37,18.1
Chipps Island,595531,4211218,SB018S,5/3/13,9:51,MWTR,CHN,AdClipped,060481,Fall,101,38367,1,0.4,18.7
Chipps Island,595531,4211218,SB018M,5/1/13,9:34,MWTR,CHN,AdClipped,055599,Fall,77,38368,1,0.34,18
Chipps Island,595531,4211218,SB018M,5/3/13,10:46,MWTR,CHN,AdClipped,060482,Fall,96,38369,1,0.39,18.8
Chipps Island,595531,4211218,SB018M,5/3/13,10:46,MWTR,CHN,AdClipped,060482,Fall,97,38370,1,0.39,18.8
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060481,Fall,98,38371,1,0.42,18.7
Chipps Island,595531,4211218,SB018N,5/1/13,11:39,MWTR,CHN,AdClipped,060463,Spring,102,38372,1,0.37,18.1
Chipps Island,595531,4211218,SB018N,5/3/13,8:11,MWTR,CHN,AdClipped,060482,Fall,86,38373,1,0.33,18.4
Chipps Island,595531,4211218,SB018M,5/6/13,8:39,MWTR,CHN,AdClipped,060481,Fall,80,38374,1,0.39,18.9
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,84,38375,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,99,38376,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,9:26,MWTR,CHN,AdClipped,060482,Fall,97,38377,1,0.4,18.6
Chipps Island,595531,4211218,SB018S,5/3/13,9:51,MWTR,CHN,AdClipped,060481,Fall,101,38378,1,0.4,18.7
Chipps Island,595531,4211218,SB018S,5/13/13,8:06,MWTR,CHN,AdClipped,060474,,86,38379,1,0.38,19.3
Chipps Island,595531,4211218,SB018S,5/13/13,8:06,MWTR,CHN,AdClipped,055610,Fall,78,38380,1,0.38,19.3
Chipps Island,595531,4211218,SB018N,4/24/13,11:37,MWTR,CHN,AdClipped,055593,Fall,85,38381,1,0.32,17.4
Chipps Island,595531,4211218,SB018N,4/24/13,10:44,MWTR,CHN,AdClipped,060463,Spring,99,38382,1,0.33,17.4
Chipps Island,595531,4211218,SB018N,4/24/13,10:44,MWTR,CHN,AdClipped,060463,Spring,90,38383,1,0.33,17.4
Chipps Island,595531,4211218,SB018S,4/24/13,10:15,MWTR,CHN,AdClipped,055608,Fall,84,38384,1,0.41,17.3
Chipps Island,595531,4211218,SB018S,4/24/13,10:15,MWTR,CHN,AdClipped,055597,Fall,88,38385,1,0.41,17.3
Chipps Island,595531,4211218,SB018S,4/24/13,10:15,MWTR,CHN,AdClipped,060480,Fall,82,38386,1,0.41,17.3
Chipps Island,595531,4211218,SB018N,5/3/13,8:11,MWTR,CHN,AdClipped,060481,Fall,90,38387,1,0.33,18.4
Chipps Island,595531,4211218,SB018S,5/3/13,9:02,MWTR,CHN,AdClipped,060481,Fall,104,38388,1,0.42,18.5
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060481,Fall,90,38389,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,89,38390,1,0.42,18.7
Chipps Island,595531,4211218,SB018N,5/3/13,8:11,MWTR,CHN,AdClipped,060482,Fall,90,38391,1,0.33,18.4
Chipps Island,595531,4211218,SB018S,5/3/13,9:51,MWTR,CHN,AdClipped,060482,Fall,94,38392,1,0.4,18.7
Chipps Island,595531,4211218,SB018S,5/13/13,8:30,MWTR,CHN,AdClipped,060474,,89,38393,1,0.38,19.3
Chipps Island,595531,4211218,SB018S,5/13/13,8:06,MWTR,CHN,AdClipped,060476,,88,38394,1,0.38,19.3
Chipps Island,595531,4211218,SB018N,4/24/13,11:37,MWTR,CHN,AdClipped,055599,Fall,80,38395,1,0.32,17.4
Chipps Island,595531,4211218,SB018N,4/24/13,11:37,MWTR,CHN,AdClipped,060463,Spring,83,38396,1,0.32,17.4
Chipps Island,595531,4211218,SB018N,4/24/13,10:44,MWTR,CHN,AdClipped,055593,Fall,83,38397,1,0.33,17.4
Chipps Island,595531,4211218,SB018S,4/24/13,10:15,MWTR,CHN,AdClipped,055599,Fall,84,38398,1,0.41,17.3
Chipps Island,595531,4211218,SB018S,4/24/13,10:15,MWTR,CHN,AdClipped,055609,Fall,80,38399,1,0.41,17.3
Chipps Island,595531,4211218,SB018S,4/24/13,10:15,MWTR,CHN,AdClipped,055599,Fall,80,38400,1,0.41,17.3
Chipps Island,595531,4211218,SB018N,5/3/13,8:11,MWTR,CHN,AdClipped,060481,Fall,97,38401,1,0.33,18.4
Chipps Island,595531,4211218,SB018N,5/3/13,8:11,MWTR,CHN,AdClipped,060483,Fall,93,38402,1,0.33,18.4
Chipps Island,595531,4211218,SB018S,5/3/13,9:51,MWTR,CHN,AdClipped,060482,Fall,94,38403,1,0.4,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,96,38404,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,9:02,MWTR,CHN,AdClipped,060482,Fall,87,38405,1,0.42,18.5
Chipps Island,595531,4211218,SB018S,5/3/13,9:26,MWTR,CHN,AdClipped,060481,Fall,104,38406,1,0.4,18.6
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,94,38407,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/13/13,8:06,MWTR,CHN,AdClipped,060475,,85,38408,1,0.38,19.3
Chipps Island,595531,4211218,SB018S,5/10/13,12:01,MWTR,CHN,AdClipped,060474,,80,38409,1,0.29,19.1
Chipps Island,595531,4211218,SB018N,4/24/13,11:37,MWTR,CHN,AdClipped,060463,Spring,97,38410,1,0.32,17.4
Chipps Island,595531,4211218,SB018M,5/13/13,9:25,MWTR,CHN,AdClipped,060474,,88,38411,1,0.49,19.3
Chipps Island,595531,4211218,SB018N,4/24/13,10:44,MWTR,CHN,AdClipped,055593,Fall,84,38411,1,0.33,17.4
Chipps Island,595531,4211218,SB018S,4/24/13,10:15,MWTR,CHN,AdClipped,060480,Fall,82,38412,1,0.41,17.3
Chipps Island,595531,4211218,SB018S,4/24/13,10:15,MWTR,CHN,AdClipped,060480,Fall,91,38413,1,0.41,17.3
Chipps Island,595531,4211218,SB018S,4/24/13,10:15,MWTR,CHN,AdClipped,055593,Fall,93,38414,1,0.41,17.3
Chipps Island,595531,4211218,SB018N,5/3/13,8:35,MWTR,CHN,AdClipped,060482,Fall,88,38415,1,0.33,18.5
Chipps Island,595531,4211218,SB018N,5/3/13,8:11,MWTR,CHN,AdClipped,055608,Fall,82,38416,1,0.33,18.4
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060482,Fall,93,38417,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,10:15,MWTR,CHN,AdClipped,060463,Spring,107,38418,1,0.42,18.7
Chipps Island,595531,4211218,SB018S,5/3/13,9:02,MWTR,CHN,AdClipped,060482,Fall,93,38419,1,0.42,18.5
Chipps Island,595531,4211218,SB018M,5/3/13,11:13,MWTR,CHN,AdClipped,055596,Fall,84,38420,1,0.38,18.9
Chipps Island,595531,4211218,SB018S,5/3/13,9:02,MWTR,CHN,AdClipped,060481,Fall,95,38421,1,0.42,18.5
Chipps Island,595531,4211218,SB018S,5/13/13,8:06,MWTR,CHN,AdClipped,060474,,80,38422,1,0.38,19.3
Chipps Island,595531,4211218,SB018S,5/10/13,12:01,MWTR,CHN,AdClipped,060474,,89,38423,1,0.29,19.1
Chipps Island,595531,4211218,SB018N,4/24/13,11:37,MWTR,CHN,AdClipped,060463,Spring,87,38424,1,0.32,17.4
Chipps Island,595531,4211218,SB018N,4/24/13,10:44,MWTR,CHN,AdClipped,055608,Fall,81,38425,1,0.33,17.4
Chipps Island,595531,4211218,SB018S,4/24/13,10:15,MWTR,CHN,AdClipped,060463,Spring,88,38426,1,0.41,17.3
Chipps Island,595531,4211218,SB018S,4/24/13,10:15,MWTR,CHN,AdClipped,060463,Spring,88,38427,1,0.41,17.3
Chipps Island,595531,4211218,SB018S,4/24/13,10:15,MWTR,CHN,AdClipped,060463,Spring,97,38428,1,0.41,17.3
Chipps Island,595531,4211218,SB018N,5/3/13,8:11,MWTR,CHN,AdClipped,060482,Fall,92,38429,1,0.33,18.4
Chipps Island,595531,4211218,SB018N,5/3/13,8:11,MWTR,CHN,AdClipped,060482,Fall,90,38430,1,0.33,18.4
Chipps Island,595531,4211218,SB018S,4/24/13,9:23,MWTR,CHN,AdClipped,055596,Fall,84,38431,1,0.35,17.2
Chipps Island,595531,4211218,SB018M,4/24/13,8:52,MWTR,CHN,AdClipped,060463,Spring,97,38432,1,0.34,17.2
Chipps Island,595531,4211218,SB018M,4/24/13,7:41,MWTR,CHN,AdClipped,055608,Fall,80,38433,1,0.37,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060463,Spring,99,38434,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060463,Spring,93,38435,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060480,Fall,87,38436,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/24/13,9:48,MWTR,CHN,AdClipped,060463,Spring,96,38437,1,0.37,17.3
Chipps Island,595531,4211218,SB018N,5/3/13,7:46,MWTR,CHN,AdClipped,060482,Fall,94,38438,1,0.3,18.5
Chipps Island,595531,4211218,SB018S,5/13/13,8:30,MWTR,CHN,AdClipped,LT,,80,38439,1,0.38,19.3
Chipps Island,595531,4211218,SB018M,5/13/13,9:25,MWTR,CHN,AdClipped,055607,Fall,72,38440,1,0.49,19.3
Chipps Island,595531,4211218,SB018M,4/26/13,10:52,MWTR,CHN,AdClipped,055598,Fall,83,38442,1,0.21,16.9
Chipps Island,595531,4211218,SB018M,4/29/13,8:08,MWTR,CHN,AdClipped,055608,Fall,84,38443,1,0.54,17.7
Chipps Island,595531,4211218,SB018N,5/3/13,7:46,MWTR,CHN,AdClipped,060483,Fall,96,38444,1,0.3,18.5
Chipps Island,595531,4211218,SB018S,4/24/13,9:48,MWTR,CHN,AdClipped,060463,Spring,91,38445,1,0.37,17.3
Chipps Island,595531,4211218,SB018S,4/24/13,9:23,MWTR,CHN,AdClipped,060463,Spring,94,38446,1,0.35,17.2
Chipps Island,595531,4211218,SB018M,4/24/13,7:41,MWTR,CHN,AdClipped,NT,,80,38447,1,0.37,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060463,Spring,94,38448,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060463,Spring,98,38449,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060463,Spring,95,38450,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/24/13,9:48,MWTR,CHN,AdClipped,060480,Fall,78,38451,1,0.37,17.3
Chipps Island,595531,4211218,SB018N,5/3/13,7:46,MWTR,CHN,AdClipped,060481,Fall,96,38452,1,0.3,18.5
Chipps Island,595531,4211218,SB018S,5/13/13,8:30,MWTR,CHN,AdClipped,060476,,78,38453,1,0.38,19.3
Chipps Island,595531,4211218,SB018M,5/13/13,9:25,MWTR,CHN,AdClipped,060474,,77,38454,1,0.49,19.3
Chipps Island,595531,4211218,SB018M,5/3/13,11:37,MWTR,CHN,AdClipped,060482,Fall,91,38455,1,0.39,18.7
Chipps Island,595531,4211218,SB018M,4/26/13,11:41,MWTR,CHN,AdClipped,055598,Fall,89,38456,1,0.27,17.1
Chipps Island,595531,4211218,SB018M,4/29/13,8:33,MWTR,CHN,AdClipped,055596,Fall,82,38457,1,0.63,17.8
Chipps Island,595531,4211218,SB018M,4/29/13,8:08,MWTR,CHN,AdClipped,060480,Fall,93,38458,1,0.54,17.7
Chipps Island,595531,4211218,SB018S,4/24/13,9:48,MWTR,CHN,AdClipped,060463,Spring,93,38459,1,0.37,17.3
Chipps Island,595531,4211218,SB018S,4/24/13,9:23,MWTR,CHN,AdClipped,060463,Spring,94,38460,1,0.35,17.2
Chipps Island,595531,4211218,SB018M,4/24/13,7:41,MWTR,CHN,AdClipped,055608,Fall,85,38461,1,0.37,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060463,Spring,91,38462,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,055599,Fall,86,38463,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060463,Spring,93,38464,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,5/13/13,8:30,MWTR,CHN,AdClipped,060474,,84,38465,1,0.38,19.3
Chipps Island,595531,4211218,SB018N,5/3/13,7:46,MWTR,CHN,AdClipped,060481,Fall,98,38466,1,0.3,18.5
Chipps Island,595531,4211218,SB018S,5/13/13,8:30,MWTR,CHN,AdClipped,060475,,84,38467,1,0.38,19.3
Chipps Island,595531,4211218,SB018M,5/13/13,9:25,MWTR,CHN,AdClipped,060476,,83,38468,1,0.49,19.3
Chipps Island,595531,4211218,SB018M,5/3/13,11:37,MWTR,CHN,AdClipped,060482,Fall,89,38469,1,0.39,18.7
Chipps Island,595531,4211218,SB018M,4/26/13,11:41,MWTR,CHN,AdClipped,055599,Fall,80,38470,1,0.27,17.1
Chipps Island,595531,4211218,SB018M,4/29/13,8:57,MWTR,CHN,AdClipped,055596,Fall,87,38471,1,0.63,18.1
Chipps Island,595531,4211218,SB018N,5/3/13,7:46,MWTR,CHN,AdClipped,060481,Fall,101,38472,1,0.3,18.5
Chipps Island,595531,4211218,SB018S,4/24/13,9:48,MWTR,CHN,AdClipped,055597,Fall,90,38473,1,0.37,17.3
Chipps Island,595531,4211218,SB018S,4/24/13,9:23,MWTR,CHN,AdClipped,055599,Fall,83,38474,1,0.35,17.2
Chipps Island,595531,4211218,SB018M,4/24/13,7:41,MWTR,CHN,AdClipped,055593,Fall,88,38475,1,0.37,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060463,Spring,88,38476,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060463,Spring,93,38477,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,055599,Fall,87,38478,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,5/13/13,8:30,MWTR,CHN,AdClipped,060474,,83,38479,1,0.38,19.3
Chipps Island,595531,4211218,SB018N,5/3/13,7:46,MWTR,CHN,AdClipped,060482,Fall,90,38480,1,0.3,18.5
Chipps Island,595531,4211218,SB018M,5/13/13,9:25,MWTR,CHN,AdClipped,060474,,81,38481,1,0.49,19.3
Chipps Island,595531,4211218,SB018M,5/13/13,9:25,MWTR,CHN,AdClipped,060474,,77,38482,1,0.49,19.3
Chipps Island,595531,4211218,SB018N,5/3/13,8:35,MWTR,CHN,AdClipped,060482,Fall,89,38483,1,0.33,18.5
Chipps Island,595531,4211218,SB018M,4/26/13,11:41,MWTR,CHN,AdClipped,055608,Fall,86,38484,1,0.27,17.1
Chipps Island,595531,4211218,SB018M,4/29/13,8:57,MWTR,CHN,AdClipped,060463,Spring,95,38485,1,0.63,18.1
Chipps Island,595531,4211218,SB018N,5/3/13,7:46,MWTR,CHN,AdClipped,060482,Fall,85,38486,1,0.3,18.5
Chipps Island,595531,4211218,SB018S,4/24/13,9:48,MWTR,CHN,AdClipped,060463,Spring,94,38487,1,0.37,17.3
Chipps Island,595531,4211218,SB018S,4/24/13,9:23,MWTR,CHN,AdClipped,055598,Fall,87,38488,1,0.35,17.2
Chipps Island,595531,4211218,SB018M,4/24/13,7:41,MWTR,CHN,AdClipped,055598,Fall,91,38489,1,0.37,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,055596,Fall,89,38490,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060480,Fall,83,38491,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,4/22/13,10:53,MWTR,CHN,AdClipped,060463,Spring,102,38492,1,0.43,17.2
Chipps Island,595531,4211218,SB018S,5/13/13,8:30,MWTR,CHN,AdClipped,060474,,78,38493,1,0.38,19.3
Chipps Island,595531,4211218,SB018N,5/3/13,7:46,MWTR,CHN,AdClipped,060481,Fall,105,38494,1,0.3,18.5
